(16, 1995, -9.334939002990723, -0.11085202544927597, 0, 0, 0, 0, 0, 0, 0, 121, 121, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 124, 124)


(33, 1994, -9.658143997192383, -0.3225559592247009, 0, 0, 0, 0, 0, 0, 0, 121, 121, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 124, 124)


(50, 1994, -9.835184097290039, -0.5104998350143433, 0, 0, 0, 0, 0, 0, 0, 121, 120, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 123, 123)


(66, 1994, -10.037734031677246, -0.26772865653038025, 0, 0, 0, 0, 0, 0, 0, 120, 120, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 123, 123)


(83, 1993, -9.76852035522461, -0.36814749240875244, 0, 0, 0, 0, 0, 0, 0, 120, 120, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 123, 122)


(100, 1993, -9.80671215057373, -0.5405921936035156, 0, 0, 0, 0, 0, 0, 0, 119, 119, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 123, 122)


(116, 1993, -10.02964973449707, -0.35354748368263245, 0, 119, 0, 0, 0, 0, 0, 119, 119, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 122, 122)


(133, 1992, -9.812751770019531, -0.5715399384498596, 0, 119, 0, 0, 0, 0, 0, 119, 119, 0, 0, 0, 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 122, 121)


(150, 1992, -9.758304595947266, -0.7600075006484985, 0, 118, 0, 0, 0, 0, 0, 118, 119, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 122, 121)


(166, 1992, -9.743937492370605, -0.40273067355155945, 0, 118, 0, 0, 0, 0, 0, 118, 118, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 122, 121)


(183, 1991, -9.752281188964844, -0.24735473096370697, 0, 118, 0, 0, 0, 0, 120, 118, 118, 0, 0, 0, 237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 0, 0, 121, 120)


(200, 1991, -9.531546592712402, -0.3899269700050354, 0, 117, 0, 0, 0, 0, 120, 117, 118, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 115, 0, 0, 0, 121, 120)


(216, 1991, -9.488554954528809, -0.5776748657226562, 0, 117, 0, 0, 0, 0, 119, 117, 117, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 115, 0, 0, 0, 121, 120)


(233, 1990, -9.515867233276367, -0.6093267798423767, 0, 117, 0, 0, 0, 0, 119, 117, 117, 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 114, 0, 0, 0, 121, 120)


(250, 1990, -9.22071647644043, -0.684180736541748, 0, 116, 0, 0, 0, 0, 118, 116, 117, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 114, 0, 0, 0, 121, 119)


(266, 1990, -8.898553848266602, -0.6621374487876892, 0, 116, 0, 0, 0, 0, 118, 116, 116, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 114, 0, 0, 0, 120, 119)


(283, 1989, -9.04194450378418, -0.7515600323677063, 0, 116, 0, 0, 0, 0, 117, 116, 116, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 0, 113, 0, 0, 0, 120, 119)


(300, 1989, -9.117295265197754, -0.8303418755531311, 0, 116, 0, 0, 0, 0, 117, 115, 116, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 120, 118)


(316, 1989, -8.93218994140625, -0.8563904762268066, 0, 115, 0, 0, 0, 0, 116, 115, 115, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 120, 118)


(333, 1988, -8.742596626281738, -0.9832424521446228, 0, 0, 0, 0, 0, 0, 116, 115, 115, 0, 0, 0, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 118)


(350, 1988, -8.677070617675781, -1.038771390914917, 0, 0, 0, 0, 0, 0, 115, 114, 115, 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 117)


(366, 1987, -8.619867324829102, -1.0045349597930908, 0, 0, 0, 0, 0, 0, 115, 114, 114, 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 0, 0, 117)


(383, 1987, -8.625551223754883, -0.9838032126426697, 0, 0, 0, 0, 0, 0, 115, 114, 114, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 117)


(400, 1987, -8.73746395111084, -1.1427706480026245, 0, 0, 0, 0, 0, 0, 114, 113, 114, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 116)


(416, 1986, -8.63690185546875, -1.0612969398498535, 0, 0, 0, 0, 0, 0, 114, 113, 113, 0, 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 116)


(433, 1986, -9.002872467041016, -1.1549909114837646, 0, 0, 0, 0, 0, 0, 113, 112, 113, 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116)


(450, 1986, -9.013588905334473, -1.3738021850585938, 0, 0, 0, 0, 0, 0, 113, 112, 113, 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116)


(466, 1985, -8.802857398986816, -1.4551031589508057, 0, 0, 0, 0, 0, 0, 113, 112, 112, 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115)


(483, 1985, -8.918778419494629, -1.4765247106552124, 0, 0, 0, 0, 0, 0, 112, 111, 112, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115)


(500, 1985, -8.938972473144531, -1.4053515195846558, 0, 0, 0, 0, 0, 0, 112, 111, 112, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115)


(516, 1984, -8.861326217651367, -1.4479900598526, 0, 0, 0, 0, 0, 0, 111, 111, 111, 0, 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 115)


(533, 1984, -8.802719116210938, -1.5758780241012573, 0, 0, 0, 0, 0, 0, 111, 110, 111, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114)


(550, 1984, -8.848958015441895, -1.636829137802124, 0, 0, 0, 0, 0, 0, 111, 110, 111, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114)


(566, 1983, -9.163326263427734, -1.6288539171218872, 0, 0, 0, 0, 0, 0, 110, 110, 110, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114)


(583, 1983, -9.255526542663574, -1.7378876209259033, 0, 0, 0, 0, 0, 0, 110, 109, 110, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114)


(600, 1983, -9.231117248535156, -1.8762446641921997, 1, 0, 0, 0, 0, 0, 110, 109, 110, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 114)


(616, 1982, -9.069028854370117, -1.8376408815383911, 1, 0, 0, 0, 0, 0, 109, 109, 109, 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 114)


(633, 1982, -8.973148345947266, -1.8390648365020752, 1, 0, 0, 0, 0, 0, 109, 108, 109, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 114)


(650, 1981, -8.884031295776367, -1.7322384119033813, 1, 0, 0, 0, 0, 0, 108, 108, 109, 0, 0, 0, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 0)


(666, 1981, -9.037178993225098, -1.6048097610473633, 1, 0, 0, 0, 0, 0, 108, 108, 108, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0)


(683, 1981, -9.06937313079834, -1.417749285697937, 1, 0, 0, 0, 0, 0, 108, 107, 108, 0, 0, 0, 226, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0)


(700, 1980, -9.37767505645752, -1.3954018354415894, 1, 0, 0, 0, 0, 0, 107, 107, 108, 0, 0, 0, 226, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0)


(716, 1980, -9.48941707611084, -1.1740483045578003, 1, 0, 0, 0, 0, 0, 107, 106, 107, 0, 0, 0, 225, 0, 0, 255, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0)


(733, 1980, -9.370262145996094, -1.3894736766815186, 1, 0, 0, 0, 0, 0, 107, 106, 107, 0, 0, 0, 225, 0, 0, 255, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0)


(750, 1979, -9.266196250915527, -1.6610087156295776, 1, 0, 0, 0, 0, 0, 106, 106, 107, 0, 0, 0, 225, 0, 0, 255, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0)


(766, 1979, -9.142244338989258, -1.61241614818573, 1, 0, 0, 0, 0, 0, 106, 105, 106, 0, 0, 0, 224, 0, 0, 254, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0)


(783, 1979, -9.116156578063965, -1.567360281944275, 1, 0, 0, 0, 0, 0, 106, 105, 106, 0, 0, 0, 224, 0, 0, 254, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)


(800, 1978, -9.13769245147705, -1.5779520273208618, 1, 0, 0, 0, 0, 0, 105, 105, 106, 0, 0, 0, 224, 0, 0, 254, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)


(816, 1978, -9.0260648727417, -1.590625286102295, 1, 0, 0, 0, 0, 0, 105, 104, 105, 0, 0, 0, 223, 0, 0, 253, 252, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)


